# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	195/1829	1253/20670	2.0161991280717964e-15	3	195	2.2319324347754787e-12	196, 367, 463, 1871, 1879, 2063, 2104, 2738, 3299, 4211, 4286, 4335, 4603, 4610, 4613, 4661, 4773, 5324, 5914, 6656, 6659, 6664, 6666, 6668, 6929, 7023, 7181, 7539, 7549, 7553, 7554, 7564, 7566, 7569, 7579, 7593, 7620, 7621, 7625, 7626, 7627, 7639, 7673, 7692, 7694, 7695, 7710, 7711, 7712, 7728, 7733, 7746, 7753, 7755, 7760, 7761, 7773, 7775, 8013, 9310, 9569, 9580, 9753, 9889, 10224, 10691, 10782, 25988, 26048, 26205, 26974, 27153, 51157, 51276, 51385, 54925, 54993, 55311, 55609, 55663, 55810, 55888, 56917, 56938, 57335, 57474, 57547, 57593, 57594, 57623, 58492, 58500, 60468, 64344, 79149, 79175, 79744, 79862, 79943, 80108, 80317, 84449, 84503, 84527, 84547, 84671, 84838, 84874, 84905, 90233, 90333, 90576, 90649, 90874, 90987, 91120, 91661, 91975, 92595, 93474, 94039, 115196, 115509, 116113, 125893, 126017, 126069, 126070, 126208, 126295, 126375, 127396, 139324, 140612, 140883, 146540, 146542, 147660, 147837, 147929, 147948, 147949, 148103, 148156, 148213, 148254, 148327, 155054, 162655, 162967, 162972, 163059, 163227, 169270, 169841, 170959, 171392, 195828, 203523, 221785, 222696, 253639, 256051, 284306, 284307, 284349, 284406, 285267, 285676, 285971, 285989, 339327, 339559, 340385, 342357, 342926, 345462, 346157, 349075, 374879, 374899, 374900, 374928, 387032, 388567, 388569, 389524, 390927, 440519, 641339, 642819, 654254, 100101467, 100289635, 101060200
GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	62/1829	321/20670	3.858561925655966e-09	4	62	2.847618701134103e-06	463, 1877, 2063, 4286, 4335, 4773, 6668, 6929, 7181, 7539, 7593, 7597, 7620, 7627, 7639, 7692, 7728, 7733, 7753, 7755, 9569, 9580, 9880, 25988, 51385, 57684, 58492, 60468, 79175, 79862, 80317, 84527, 84878, 92595, 115196, 116113, 126069, 126070, 127396, 137209, 146540, 146542, 147948, 148103, 148156, 148254, 155054, 155061, 162972, 166793, 169270, 169841, 221527, 253639, 285267, 339559, 346157, 388567, 641339, 642819, 653121, 101060200
GO:0016279	MF	e	protein-lysine N-methyltransferase activity	10/1829	23/20670	1.1182119266807318e-05	7	10	0.0054714210213896485	54093, 56950, 65990, 79091, 79813, 79918, 151194, 196483, 254013, 751071
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	54/1829	337/20670	1.7230782355201317e-05	8	54	0.006936173115348312	1871, 1877, 4335, 5914, 5933, 5994, 7539, 7620, 7621, 7627, 7692, 7728, 7733, 9889, 10224, 25988, 51385, 54993, 58492, 64344, 79175, 79862, 79943, 84527, 90576, 92595, 94039, 115196, 126069, 126070, 126295, 127396, 146540, 146542, 147837, 147948, 148103, 148156, 148254, 155054, 162972, 163059, 169270, 169841, 253639, 285267, 339559, 340385, 346157, 388567, 641339, 642819, 653121, 101060200
GO:0000026	MF	e	alpha-1,2-mannosyltransferase activity	4/1829	4/20670	6.112141265184423e-05	6	4	0.019331829658740446	9488, 79796, 80235, 440138
GO:0017150	MF	e	tRNA dihydrouridine synthase activity	4/1829	4/20670	6.112141265184423e-05	5	4	0.019331829658740446	11062, 54920, 56931, 64118
GO:0004930	MF	p	G protein-coupled receptor activity	11/1829	721/20670	4.540578652767989e-17	4	11	1.0052841137228328e-13	154, 2918, 3354, 4995, 7855, 50840, 64582, 114814, 138799, 387509, 440435
GO:0004984	MF	p	olfactory receptor activity	2/1829	430/20670	5.554199128288281e-15	4	2	4.918798748012102e-12	4995, 138799
GO:1903231	MF	p	mRNA binding involved in posttranscriptional gene silencing	4/1829	266/20670	6.330247905385025e-07	6	4	0.00040043339607206984	406893, 407019, 407027, 100302214
GO:0045296	MF	p	cadherin binding	7/1829	316/20670	1.910960497501226e-06	4	7	0.0010577166353669286	421, 1005, 1016, 5025, 6714, 8350, 151963
GO:0003823	MF	p	antigen binding	0/1829	126/20670	1.235641603746533e-05	2	0	0.0054714210213896485	
GO:0005549	MF	p	odorant binding	0/1829	119/20670	2.8223885092177003e-05	2	0	0.010414613599013314	
