# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006396	BP	p	RNA processing	24/2534	553/20670	1.6563641895549157e-10	7	24	2.0606826882252708e-07	636, 1659, 1736, 3191, 4857, 5394, 6041, 8106, 9128, 9410, 10199, 22868, 22894, 23350, 23404, 24144, 27037, 54512, 79707, 84973, 115752, 196441, 767582, 100033414
GO:0006958	BP	p	complement activation, classical pathway	0/2534	106/20670	1.6635406093587177e-06	8	0	0.0007136589214148899	
GO:0007166	BP	p	cell surface receptor signaling pathway	12/2534	292/20670	2.222467717783254e-06	5	12	0.0009216573625647153	867, 1840, 1956, 3455, 9223, 10461, 10902, 23266, 23523, 23636, 166647, 221395
GO:0006911	BP	p	phagocytosis, engulfment	0/2534	99/20670	3.8023987166485844e-06	7	0	0.0015259884656072592	
GO:0002377	BP	p	immunoglobulin production	0/2534	95/20670	5.784764568060364e-06	6	0	0.002249007999726219	
GO:0006954	BP	p	inflammatory response	22/2534	393/20670	1.1832170387485252e-05	4	22	0.0042058294797344	143, 207, 558, 658, 1435, 4086, 4790, 4793, 4799, 5587, 5970, 8460, 8546, 8605, 9258, 9373, 10014, 10318, 10949, 22861, 29110, 84632
GO:0007608	BP	p	sensory perception of smell	1/2534	109/20670	2.2995139344978738e-05	6	1	0.007335449451048218	89797
GO:0007189	BP	p	adenylate cyclase-activating G protein-coupled receptor signaling pathway	2/2534	120/20670	3.687980038436467e-05	7	2	0.010670269687950717	23266, 55366
GO:0050871	BP	p	positive regulation of B cell activation	0/2534	80/20670	4.756274651966539e-05	8	0	0.01344836657843539	
GO:0006910	BP	p	phagocytosis, recognition	0/2534	82/20670	5.232512346250641e-05	3	0	0.014151670891240049	
GO:0050853	BP	p	B cell receptor signaling pathway	2/2534	111/20670	0.0001165853385466524	10	2	0.02637160357925277	25, 9564
GO:0007268	BP	p	chemical synaptic transmission	12/2534	248/20670	0.00012297407127558274	7	12	0.027320007513205805	321, 2900, 3351, 4884, 7804, 9379, 9990, 10497, 10723, 11245, 56131, 80208
GO:0005654	CC	e	nucleoplasm	824/2534	3808/20670	5.830787258290749e-75	2	824	1.0512909426698221e-71	25, 207, 405, 409, 467, 595, 661, 688, 694, 705, 790, 817, 865, 874, 896, 902, 904, 905, 994, 997, 1019, 1050, 1060, 1105, 1186, 1196, 1387, 1453, 1454, 1459, 1464, 1477, 1478, 1523, 1605, 1613, 1616, 1647, 1659, 1736, 1786, 1788, 1797, 1819, 1840, 1856, 1874, 1911, 1936, 1997, 2005, 2010, 2011, 2033, 2067, 2068, 2071, 2072, 2074, 2077, 2101, 2117, 2130, 2140, 2237, 2314, 2521, 2648, 2737, 2802, 2873, 2956, 2969, 2976, 3014, 3033, 3054, 3065, 3148, 3150, 3191, 3297, 3364, 3399, 3607, 3609, 3619, 3660, 3661, 3709, 3717, 3720, 3725, 3838, 3980, 4000, 4005, 4013, 4048, 4086, 4089, 4090, 4097, 4116, 4123, 4149, 4152, 4172, 4173, 4176, 4193, 4204, 4221, 4297, 4301, 4306, 4520, 4552, 4660, 4664, 4665, 4750, 4781, 4782, 4790, 4795, 4798, 4799, 4802, 4839, 4848, 4851, 4853, 4857, 4863, 4899, 4927, 4928, 5087, 5152, 5187, 5243, 5253, 5272, 5394, 5395, 5422, 5425, 5437, 5451, 5454, 5467, 5469, 5496, 5514, 5531, 5536, 5546, 5562, 5565, 5566, 5586, 5711, 5717, 5721, 5725, 5782, 5875, 5884, 5926, 5927, 5970, 5976, 5977, 5978, 5980, 5987, 6002, 6047, 6095, 6198, 6257, 6294, 6314, 6429, 6434, 6446, 6461, 6597, 6598, 6602, 6603, 6667, 6670, 6671, 6675, 6722, 6749, 6778, 6789, 6830, 6838, 6872, 6878, 6881, 6907, 6908, 6924, 6944, 6945, 6949, 7003, 7013, 7014, 7024, 7025, 7027, 7227, 7270, 7289, 7329, 7343, 7355, 7374, 7376, 7403, 7428, 7468, 7508, 7515, 7543, 7559, 7693, 7706, 7709, 7727, 7737, 7741, 7756, 7767, 7799, 7818, 7862, 7922, 7975, 7994, 8021, 8028, 8085, 8086, 8099, 8106, 8148, 8161, 8175, 8189, 8202, 8233, 8242, 8243, 8289, 8295, 8315, 8394, 8449, 8451, 8479, 8480, 8498, 8535, 8544, 8554, 8563, 8602, 8605, 8607, 8609, 8621, 8625, 8697, 8805, 8816, 8841, 8864, 8881, 8895, 8900, 8904, 8930, 9044, 9054, 9070, 9092, 9099, 9112, 9128, 9129, 9130, 9136, 9149, 9169, 9188, 9223, 9246, 9265, 9277, 9282, 9321, 9325, 9328, 9329, 9342, 9343, 9410, 9439, 9442, 9533, 9555, 9572, 9577, 9587, 9589, 9611, 9612, 9618, 9627, 9636, 9656, 9657, 9667, 9682, 9687, 9711, 9716, 9730, 9733, 9775, 9785, 9792, 9797, 9810, 9815, 9825, 9862, 9869, 9879, 9891, 9904, 9918, 9933, 9968, 9972, 10011, 10013, 10014, 10025, 10038, 10039, 10081, 10102, 10137, 10171, 10172, 10197, 10199, 10212, 10250, 10262, 10270, 10274, 10296, 10318, 10336, 10370, 10401, 10413, 10459, 10466, 10482, 10498, 10514, 10526, 10528, 10557, 10565, 10592, 10608, 10614, 10617, 10713, 10725, 10743, 10746, 10762, 10765, 10813, 10844, 10849, 10856, 10885, 10898, 10902, 10921, 10948, 10949, 10973, 10979, 11016, 11073, 11091, 11128, 11129, 11143, 22843, 22861, 22880, 22882, 22889, 22890, 22893, 22894, 22926, 22984, 22985, 22992, 23005, 23013, 23035, 23049, 23054, 23059, 23070, 23076, 23082, 23112, 23126, 23133, 23137, 23160, 23168, 23177, 23186, 23195, 23198, 23211, 23212, 23248, 23254, 23294, 23309, 23338, 23350, 23352, 23358, 23379, 23383, 23398, 23404, 23410, 23464, 23474, 23476, 23481, 23513, 23523, 23552, 23560, 23567, 23598, 23613, 23636, 23641, 23644, 23659, 23759, 24144, 24149, 25776, 25792, 25819, 25836, 25851, 25855, 25885, 25900, 25929, 25930, 25937, 25939, 25942, 25946, 25962, 26010, 26039, 26040, 26043, 26100, 26121, 26137, 26145, 26147, 26155, 26173, 26240, 26502, 26959, 27005, 27043, 27161, 27301, 27327, 27338, 27343, 28952, 28989, 28991, 29110, 29115, 29123, 29781, 29855, 29882, 29890, 29894, 29997, 30061, 30827, 49854, 50626, 51006, 51008, 51042, 51043, 51053, 51070, 51077, 51111, 51112, 51194, 51244, 51343, 51434, 51447, 51455, 51497, 51562, 51564, 51574, 51585, 51588, 51593, 51602, 51605, 51692, 51741, 51742, 51755, 53615, 53635, 53838, 53981, 54458, 54487, 54512, 54540, 54552, 54555, 54617, 54663, 54815, 54856, 54880, 54883, 54888, 54891, 54904, 54906, 54957, 54960, 54973, 54978, 54994, 55008, 55037, 55127, 55128, 55167, 55170, 55193, 55201, 55209, 55226, 55233, 55239, 55250, 55252, 55269, 55290, 55337, 55339, 55341, 55506, 55536, 55621, 55625, 55636, 55660, 55662, 55666, 55683, 55695, 55720, 55729, 55749, 55794, 55813, 55818, 55846, 55902, 55929, 55954, 55968, 56160, 56252, 56259, 56919, 56949, 57019, 57104, 57109, 57117, 57154, 57178, 57187, 57192, 57215, 57222, 57407, 57459, 57466, 57473, 57508, 57510, 57521, 57553, 57592, 57602, 57621, 57634, 57690, 57703, 57720, 57721, 57727, 57786, 57794, 58190, 58490, 58525, 60528, 60560, 63893, 63906, 63935, 64067, 64207, 64210, 64223, 64324, 64328, 64412, 64425, 64708, 64764, 64768, 64783, 64784, 64837, 65057, 65083, 65109, 65110, 65123, 65260, 65980, 65986, 79016, 79042, 79048, 79080, 79084, 79184, 79228, 79441, 79577, 79618, 79648, 79670, 79697, 79707, 79753, 79871, 79892, 79894, 79902, 79913, 79960, 80012, 80198, 80212, 80273, 80306, 80314, 80746, 80764, 80778, 80789, 80854, 81532, 81556, 81669, 81844, 81887, 83637, 83695, 83743, 83746, 83786, 83860, 83892, 83931, 84128, 84148, 84159, 84164, 84172, 84181, 84196, 84245, 84256, 84285, 84295, 84313, 84335, 84447, 84458, 84622, 84629, 84688, 84811, 84864, 84881, 84939, 84946, 84950, 84971, 84991, 89797, 90780, 90809, 90865, 91582, 91603, 91748, 91782, 92597, 92609, 92689, 93624, 94056, 96764, 114034, 114049, 114885, 115426, 116092, 116985, 117246, 118813, 121642, 133746, 134430, 140775, 140890, 140901, 144108, 148479, 152503, 153222, 163126, 163859, 165918, 167227, 169714, 171023, 171568, 192669, 196528, 197370, 200014, 200186, 201292, 221120, 221178, 221656, 221937, 221955, 222229, 253980, 254048, 254225, 257218, 259282, 283489, 283899, 284058, 285636, 340061, 342371, 353116, 387893, 388695, 403341, 653784
GO:0005634	CC	e	nucleus	950/2534	5514/20670	3.062509629116725e-37	5	950	2.7608524306487274e-34	25, 32, 143, 207, 405, 409, 445, 467, 501, 563, 581, 595, 694, 790, 817, 896, 902, 904, 905, 984, 994, 997, 1019, 1050, 1105, 1106, 1112, 1196, 1387, 1388, 1453, 1454, 1459, 1476, 1500, 1523, 1609, 1613, 1616, 1647, 1659, 1736, 1762, 1786, 1788, 1797, 1819, 1831, 1838, 1841, 1856, 1911, 1936, 1956, 1997, 2005, 2021, 2033, 2068, 2071, 2072, 2074, 2077, 2101, 2117, 2130, 2140, 2218, 2237, 2314, 2316, 2521, 2539, 2648, 2737, 2873, 2931, 2956, 2969, 3014, 3054, 3065, 3148, 3150, 3191, 3297, 3364, 3399, 3416, 3480, 3607, 3609, 3619, 3636, 3660, 3661, 3717, 3720, 3725, 3835, 3838, 3930, 3984, 4000, 4048, 4086, 4089, 4090, 4097, 4116, 4149, 4152, 4172, 4173, 4176, 4193, 4204, 4221, 4297, 4337, 4520, 4599, 4664, 4665, 4682, 4750, 4781, 4782, 4790, 4793, 4795, 4798, 4799, 4802, 4817, 4820, 4848, 4850, 4851, 4853, 4857, 4863, 4891, 4899, 4957, 5073, 5087, 5089, 5130, 5159, 5187, 5195, 5253, 5272, 5310, 5394, 5395, 5422, 5425, 5437, 5451, 5467, 5469, 5496, 5514, 5531, 5536, 5546, 5550, 5562, 5565, 5566, 5586, 5587, 5610, 5664, 5717, 5725, 5782, 5884, 5926, 5927, 5930, 5970, 5976, 5977, 5978, 5980, 5987, 5991, 6002, 6047, 6095, 6198, 6249, 6257, 6282, 6294, 6314, 6429, 6433, 6434, 6446, 6472, 6494, 6499, 6576, 6597, 6598, 6602, 6603, 6667, 6670, 6722, 6749, 6760, 6789, 6832, 6837, 6871, 6872, 6878, 6881, 6907, 6908, 6925, 6944, 6945, 7013, 7014, 7016, 7024, 7025, 7027, 7037, 7110, 7189, 7216, 7227, 7248, 7249, 7270, 7283, 7289, 7297, 7301, 7329, 7343, 7374, 7376, 7403, 7428, 7453, 7468, 7508, 7515, 7542, 7551, 7559, 7565, 7581, 7587, 7589, 7592, 7629, 7633, 7638, 7691, 7701, 7726, 7727, 7737, 7738, 7741, 7745, 7756, 7767, 7771, 7776, 7789, 7791, 7799, 7813, 7862, 7866, 7965, 7975, 7994, 8019, 8028, 8085, 8086, 8099, 8106, 8148, 8161, 8175, 8202, 8220, 8241, 8242, 8243, 8289, 8295, 8394, 8427, 8449, 8479, 8480, 8498, 8527, 8535, 8544, 8554, 8563, 8568, 8607, 8609, 8621, 8625, 8772, 8805, 8841, 8863, 8864, 8893, 8895, 8899, 8900, 8904, 8930, 9054, 9070, 9092, 9093, 9104, 9112, 9113, 9125, 9128, 9129, 9130, 9131, 9139, 9149, 9183, 9246, 9278, 9282, 9325, 9337, 9343, 9351, 9373, 9422, 9439, 9442, 9524, 9541, 9555, 9572, 9577, 9587, 9589, 9611, 9612, 9618, 9636, 9640, 9656, 9658, 9659, 9667, 9682, 9683, 9686, 9716, 9726, 9730, 9733, 9775, 9785, 9792, 9810, 9831, 9841, 9862, 9863, 9869, 9879, 9887, 9891, 9898, 9918, 9923, 9924, 9925, 9931, 9961, 9968, 9973, 10011, 10013, 10014, 10025, 10038, 10113, 10127, 10146, 10168, 10172, 10174, 10194, 10197, 10212, 10217, 10241, 10250, 10262, 10270, 10274, 10277, 10296, 10307, 10311, 10336, 10363, 10370, 10413, 10454, 10459, 10482, 10489, 10498, 10514, 10520, 10549, 10592, 10614, 10617, 10713, 10725, 10743, 10765, 10838, 10856, 10921, 10949, 10973, 10979, 11011, 11016, 11054, 11060, 11070, 11083, 11091, 11092, 11143, 11163, 11186, 11214, 11329, 22843, 22847, 22850, 22861, 22864, 22869, 22880, 22882, 22889, 22890, 22894, 22906, 22913, 22926, 22954, 22984, 22985, 22993, 23013, 23036, 23049, 23054, 23066, 23070, 23075, 23076, 23082, 23087, 23093, 23099, 23126, 23131, 23132, 23133, 23137, 23172, 23186, 23189, 23195, 23198, 23211, 23216, 23293, 23295, 23309, 23350, 23351, 23357, 23358, 23361, 23383, 23394, 23404, 23410, 23473, 23476, 23523, 23549, 23552, 23560, 23567, 23598, 23613, 23623, 23641, 23644, 23648, 23660, 23677, 23759, 23774, 25776, 25792, 25798, 25799, 25819, 25820, 25836, 25855, 25904, 25915, 25925, 25930, 25937, 25939, 25942, 25946, 25966, 25970, 25976, 26011, 26015, 26019, 26036, 26039, 26043, 26053, 26092, 26098, 26121, 26123, 26137, 26145, 26147, 26152, 26155, 26240, 26959, 26993, 27043, 27161, 27183, 27301, 27309, 27338, 27343, 27429, 27443, 28951, 28976, 28989, 28991, 29066, 29115, 29123, 29777, 29781, 29855, 29889, 29890, 29894, 29914, 30818, 30827, 30845, 49854, 50626, 51008, 51053, 51070, 51111, 51112, 51244, 51307, 51368, 51434, 51447, 51550, 51564, 51574, 51588, 51603, 51605, 51634, 51734, 51741, 51742, 51754, 51755, 51763, 53918, 54206, 54442, 54487, 54512, 54540, 54555, 54617, 54663, 54665, 54680, 54790, 54815, 54828, 54856, 54859, 54861, 54862, 54880, 54883, 54888, 54891, 54904, 54954, 54960, 54963, 54973, 54994, 55023, 55090, 55094, 55095, 55128, 55147, 55167, 55170, 55177, 55196, 55198, 55201, 55209, 55219, 55225, 55226, 55229, 55233, 55256, 55269, 55279, 55290, 55337, 55339, 55421, 55422, 55536, 55571, 55589, 55621, 55626, 55628, 55636, 55662, 55665, 55666, 55729, 55749, 55766, 55769, 55795, 55802, 55818, 55929, 55968, 56160, 56252, 56259, 56478, 56731, 56919, 56948, 56949, 56980, 57109, 57117, 57178, 57186, 57209, 57325, 57336, 57343, 57466, 57472, 57479, 57507, 57508, 57510, 57541, 57553, 57573, 57590, 57602, 57679, 57693, 57703, 57721, 57786, 58190, 58490, 58497, 58499, 58506, 58513, 58525, 60528, 63893, 63906, 63935, 63941, 64207, 64210, 64320, 64324, 64763, 64764, 64766, 64768, 64777, 64783, 64784, 64864, 65109, 65110, 65123, 65980, 65982, 65986, 66005, 79027, 79066, 79080, 79084, 79171, 79184, 79187, 79228, 79230, 79364, 79577, 79618, 79697, 79707, 79724, 79753, 79763, 79776, 79842, 79871, 79882, 79891, 79892, 79893, 79894, 79913, 79960, 80012, 80025, 80155, 80184, 80198, 80256, 80264, 80279, 80306, 80311, 80314, 80728, 80764, 80778, 80789, 81532, 81545, 81605, 81669, 81856, 81890, 83607, 83637, 83667, 83695, 83714, 83743, 83746, 83860, 84078, 84124, 84138, 84148, 84153, 84159, 84164, 84181, 84196, 84285, 84295, 84309, 84313, 84450, 84458, 84498, 84622, 84640, 84688, 84717, 84749, 84775, 84790, 84811, 84851, 84861, 84893, 84901, 84914, 84939, 84946, 84950, 85365, 85369, 85456, 85463, 89765, 90204, 90338, 90485, 90865, 91039, 91107, 91300, 91603, 91754, 92285, 92597, 92675, 92822, 92840, 93624, 94056, 96764, 112770, 115098, 115426, 116092, 116988, 118424, 122953, 123879, 124359, 125919, 126308, 126626, 128854, 129138, 130557, 133746, 135138, 140467, 140901, 144165, 146050, 146198, 147687, 147694, 147807, 148479, 148523, 149076, 152485, 153222, 161725, 163049, 163126, 163131, 163859, 165918, 171017, 192670, 196441, 197320, 197370, 200014, 200186, 201163, 201266, 201514, 205717, 221120, 221656, 221937, 222229, 246175, 254048, 254225, 283337, 283489, 284058, 284309, 284371, 284439, 284443, 284459, 317781, 338699, 339123, 339230, 342371, 353274, 360023, 374655, 376940, 388558, 390980, 400720, 402055, 619279, 643836, 100131017, 100131827, 100381270
GO:0005829	CC	e	cytosol	906/2534	5301/20670	1.7774464820988772e-33	2	906	1.0682453357414251e-30	25, 30, 32, 48, 59, 143, 156, 160, 161, 207, 369, 382, 409, 445, 471, 501, 578, 581, 595, 636, 644, 661, 663, 705, 706, 788, 790, 800, 817, 823, 831, 833, 867, 874, 883, 904, 905, 977, 994, 997, 1019, 1060, 1130, 1312, 1384, 1445, 1453, 1454, 1459, 1476, 1500, 1523, 1605, 1609, 1616, 1659, 1719, 1797, 1802, 1819, 1831, 1840, 1841, 1856, 1857, 1861, 1891, 1936, 1967, 2005, 2010, 2021, 2033, 2047, 2068, 2077, 2314, 2316, 2317, 2539, 2618, 2671, 2733, 2737, 2800, 2802, 2873, 2931, 2937, 2948, 2956, 2992, 2997, 3065, 3141, 3257, 3297, 3364, 3416, 3619, 3636, 3658, 3660, 3661, 3717, 3795, 3835, 3838, 3984, 4000, 4012, 4048, 4086, 4089, 4090, 4123, 4140, 4141, 4176, 4193, 4204, 4215, 4218, 4221, 4297, 4301, 4306, 4337, 4351, 4358, 4534, 4548, 4552, 4599, 4638, 4660, 4682, 4750, 4790, 4793, 4795, 4799, 4848, 4850, 4851, 4899, 4927, 4928, 4957, 5073, 5130, 5152, 5187, 5190, 5195, 5198, 5264, 5269, 5270, 5272, 5290, 5332, 5335, 5394, 5395, 5422, 5437, 5447, 5531, 5536, 5550, 5562, 5565, 5566, 5576, 5583, 5586, 5587, 5610, 5681, 5711, 5717, 5721, 5770, 5782, 5859, 5863, 5875, 5894, 5921, 5923, 5926, 5930, 5970, 5973, 5976, 5977, 5978, 5987, 6002, 6041, 6093, 6198, 6240, 6249, 6251, 6293, 6311, 6314, 6446, 6455, 6461, 6472, 6494, 6499, 6671, 6675, 6730, 6778, 6787, 6789, 6810, 6811, 6843, 6868, 6878, 6945, 6949, 7016, 7024, 7025, 7027, 7048, 7064, 7109, 7110, 7168, 7187, 7189, 7204, 7248, 7249, 7270, 7283, 7297, 7327, 7329, 7371, 7376, 7407, 7414, 7428, 7439, 7447, 7453, 7508, 7511, 7525, 7706, 7726, 7727, 7741, 7786, 7791, 7813, 7862, 7965, 7994, 8021, 8028, 8086, 8099, 8189, 8202, 8226, 8242, 8243, 8310, 8315, 8394, 8398, 8411, 8424, 8440, 8496, 8500, 8527, 8544, 8573, 8605, 8607, 8609, 8621, 8625, 8660, 8677, 8697, 8772, 8776, 8780, 8805, 8841, 8864, 8881, 8883, 8890, 8891, 8892, 8893, 8895, 8900, 8904, 8907, 8934, 9054, 9092, 9093, 9104, 9112, 9113, 9125, 9129, 9131, 9146, 9183, 9188, 9230, 9246, 9265, 9266, 9325, 9337, 9342, 9343, 9397, 9409, 9410, 9442, 9459, 9462, 9463, 9470, 9527, 9533, 9564, 9567, 9577, 9605, 9611, 9618, 9627, 9631, 9636, 9654, 9657, 9669, 9682, 9683, 9710, 9711, 9724, 9775, 9792, 9810, 9812, 9820, 9826, 9827, 9882, 9885, 9887, 9901, 9903, 9918, 9919, 9924, 9931, 9943, 9945, 9948, 9961, 9972, 9973, 10011, 10013, 10014, 10019, 10020, 10043, 10072, 10135, 10139, 10146, 10174, 10197, 10233, 10241, 10250, 10274, 10280, 10297, 10307, 10318, 10327, 10328, 10413, 10426, 10427, 10452, 10454, 10459, 10466, 10482, 10489, 10497, 10498, 10526, 10533, 10549, 10565, 10570, 10592, 10606, 10611, 10616, 10617, 10627, 10717, 10725, 10746, 10765, 10802, 10813, 10844, 10849, 10856, 10868, 10869, 10908, 10921, 10948, 10973, 10979, 10985, 11021, 11060, 11064, 11128, 11143, 11151, 11152, 11160, 11163, 11176, 11190, 11196, 11214, 11252, 11273, 11329, 11336, 22848, 22861, 22872, 22880, 22882, 22894, 22906, 22926, 22954, 22984, 22985, 23011, 23035, 23041, 23049, 23053, 23054, 23066, 23075, 23076, 23093, 23102, 23112, 23113, 23126, 23165, 23172, 23177, 23185, 23192, 23195, 23198, 23211, 23215, 23223, 23254, 23263, 23274, 23279, 23293, 23294, 23295, 23299, 23317, 23352, 23357, 23358, 23363, 23404, 23438, 23473, 23481, 23511, 23523, 23549, 23560, 23589, 23623, 23644, 23647, 23708, 23762, 24140, 24149, 25759, 25776, 25796, 25820, 25836, 25839, 25904, 25929, 25930, 25937, 25962, 25966, 25970, 25974, 26000, 26005, 26010, 26019, 26039, 26040, 26043, 26058, 26084, 26086, 26100, 26130, 26155, 26190, 26249, 26276, 26286, 26503, 26958, 27005, 27147, 27154, 27161, 27183, 27252, 27327, 27338, 27429, 27436, 28952, 28988, 28989, 28991, 29062, 29110, 29123, 29763, 29801, 29882, 29997, 30061, 30818, 30827, 30845, 49854, 50618, 50650, 50807, 51053, 51067, 51070, 51112, 51160, 51194, 51272, 51343, 51368, 51399, 51434, 51479, 51562, 51564, 51574, 51602, 51654, 51734, 51741, 51742, 51752, 51763, 54206, 54442, 54458, 54487, 54512, 54545, 54552, 54617, 54858, 54859, 54862, 54867, 54906, 54957, 54960, 54963, 54973, 54978, 54994, 55008, 55037, 55095, 55111, 55128, 55160, 55181, 55201, 55204, 55227, 55229, 55233, 55239, 55250, 55256, 55303, 55337, 55341, 55361, 55432, 55527, 55536, 55571, 55626, 55662, 55665, 55666, 55667, 55690, 55697, 55701, 55705, 55720, 55729, 55738, 55740, 55750, 55755, 55761, 55787, 55794, 55802, 55841, 55844, 55846, 55898, 55902, 55920, 55929, 55968, 56006, 56252, 56259, 56474, 56478, 56898, 57104, 57154, 57175, 57178, 57186, 57215, 57407, 57409, 57472, 57494, 57510, 57521, 57553, 57589, 57590, 57592, 57600, 57602, 57606, 57674, 57679, 57690, 57703, 58497, 58513, 59342, 60312, 60528, 60560, 60673, 63891, 63893, 63906, 63929, 64087, 64122, 64210, 64223, 64320, 64328, 64599, 64708, 64766, 64768, 64777, 64784, 64793, 64837, 65065, 65109, 65110, 65220, 65999, 79084, 79184, 79441, 79571, 79577, 79586, 79591, 79618, 79631, 79643, 79670, 79735, 79753, 79754, 79778, 79784, 79791, 79871, 79872, 79892, 79902, 79934, 79969, 80014, 80025, 80153, 80155, 80176, 80184, 80208, 80230, 80279, 80308, 80325, 80728, 80746, 80778, 80789, 80896, 81532, 81545, 81605, 81617, 81844, 81846, 81858, 83475, 83548, 83667, 83696, 83743, 83786, 83892, 83931, 84067, 84078, 84079, 84085, 84172, 84196, 84245, 84256, 84303, 84313, 84315, 84320, 84335, 84629, 84632, 84640, 84688, 84747, 84749, 84851, 84861, 84864, 84939, 84946, 84961, 85021, 85365, 85369, 85378, 85456, 85459, 89122, 89765, 89781, 90627, 90678, 90864, 91039, 91107, 91544, 91582, 91694, 91754, 91782, 92597, 92689, 93436, 94056, 96764, 112770, 114822, 114883, 114885, 115098, 115557, 115703, 115752, 116985, 118424, 118813, 121512, 124540, 124997, 126119, 127281, 129049, 135138, 140459, 140461, 144165, 144699, 146556, 149371, 152137, 152503, 154810, 154881, 161725, 163859, 165918, 167227, 171568, 192669, 192670, 197131, 200081, 200576, 200734, 200895, 201163, 201292, 201626, 219988, 221120, 221178, 246175, 253260, 253725, 253980, 254225, 283987, 284434, 285636, 340061, 348180, 353116, 373156, 374354, 387893, 388552, 414918, 415116, 440275, 541468, 653784
GO:0016020	CC	e	membrane	409/2534	2152/20670	1.8744675311252376e-21	2	409	6.759329917237606e-19	30, 53, 143, 156, 160, 382, 412, 471, 581, 636, 705, 790, 817, 823, 831, 857, 865, 977, 1130, 1186, 1291, 1312, 1374, 1435, 1717, 1727, 1798, 1819, 1861, 1889, 1891, 1956, 1967, 2010, 2011, 2030, 2132, 2237, 2316, 2487, 2531, 2539, 2548, 2590, 2733, 2802, 2870, 2896, 2969, 2990, 2992, 2997, 3054, 3074, 3191, 3268, 3480, 3482, 3609, 3643, 3703, 3709, 3838, 3930, 3984, 3998, 4012, 4141, 4172, 4173, 4176, 4247, 4354, 4534, 4599, 4758, 4848, 4853, 4891, 5045, 5159, 5195, 5243, 5272, 5290, 5310, 5394, 5447, 5469, 5476, 5496, 5550, 5566, 5576, 5610, 5664, 5717, 5721, 5725, 6238, 6293, 6311, 6494, 6515, 6541, 6574, 6597, 6646, 6810, 6868, 7037, 7248, 7249, 7422, 7428, 7439, 7447, 7786, 7804, 7841, 7922, 7965, 8086, 8161, 8310, 8411, 8460, 8546, 8602, 8605, 8607, 8642, 8776, 8884, 8886, 8904, 8907, 9037, 9099, 9125, 9183, 9188, 9266, 9282, 9343, 9392, 9409, 9486, 9526, 9527, 9567, 9570, 9583, 9611, 9612, 9631, 9704, 9716, 9775, 9780, 9785, 9810, 9826, 9827, 9879, 9885, 9902, 9904, 9918, 9931, 9961, 9968, 9972, 10025, 10043, 10057, 10113, 10139, 10184, 10197, 10212, 10241, 10270, 10280, 10307, 10328, 10411, 10413, 10426, 10466, 10489, 10497, 10514, 10528, 10606, 10611, 10617, 10715, 10844, 10856, 10908, 10938, 10973, 10985, 10994, 10999, 11054, 11060, 11064, 11128, 11151, 11214, 11230, 11231, 11253, 11273, 22856, 22894, 22926, 23141, 23165, 23181, 23185, 23195, 23215, 23225, 23250, 23295, 23307, 23317, 23333, 23344, 23352, 23385, 23481, 23505, 23509, 23511, 23527, 23560, 23644, 23659, 23762, 25827, 25904, 25921, 25929, 26003, 26020, 26058, 26092, 26100, 26173, 26286, 26503, 26505, 27161, 27173, 27429, 27436, 29781, 29888, 29889, 29914, 30001, 50515, 50651, 51150, 51272, 51283, 51304, 51390, 51430, 51479, 51497, 51602, 51635, 51706, 51752, 51763, 53349, 53981, 54431, 54480, 54545, 54552, 54606, 54788, 54808, 54862, 54918, 54978, 55127, 55129, 55139, 55147, 55198, 55226, 55227, 55324, 55341, 55361, 55654, 55660, 55705, 55741, 55750, 55764, 55802, 55818, 55830, 55920, 56259, 56478, 56926, 56927, 56949, 57104, 57168, 57192, 57222, 57404, 57472, 57508, 57513, 57537, 57589, 57661, 57674, 57679, 57720, 58513, 64210, 64755, 64837, 64840, 65065, 66005, 79065, 79087, 79139, 79143, 79443, 79594, 79643, 79707, 79709, 79784, 79803, 79888, 79902, 80153, 80155, 80184, 80228, 80267, 80279, 80306, 80789, 81037, 81490, 81502, 81846, 81887, 81926, 83862, 84079, 84317, 84439, 84447, 84720, 84814, 84888, 84928, 84975, 85365, 85378, 85406, 89781, 89941, 90231, 90678, 91289, 92579, 94005, 113235, 114883, 114885, 121665, 124583, 124936, 126792, 128869, 130367, 130733, 137964, 146556, 149371, 163590, 192669, 192670, 200081, 201266, 221496, 283987, 284996, 317781, 373156, 376497
