# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0071373	BP	e	cellular response to luteinizing hormone stimulus	4/1302	6/20670	0.00021211309838443148	8	4	0.02692754139796645	1545, 1906, 1909, 5327
GO:0042771	BP	e	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	8/1302	28/20670	0.00024208480464754474	8	8	0.02983288054292616	602, 1026, 3428, 5371, 7157, 26471, 54541, 64782
GO:1902042	BP	e	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	8/1302	28/20670	0.00024208480464754474	10	8	0.02983288054292616	3162, 3383, 4846, 5054, 6423, 7128, 64114, 85450
GO:0030947	BP	e	regulation of vascular endothelial growth factor receptor signaling pathway	3/1302	3/20670	0.0002493866712052344	6	3	0.02983288054292616	7424, 8322, 79652
GO:0070252	BP	e	actin-mediated cell contraction	3/1302	3/20670	0.0002493866712052344	4	3	0.02983288054292616	2013, 10630, 55742
GO:2000860	BP	e	positive regulation of aldosterone secretion	3/1302	3/20670	0.0002493866712052344	12	3	0.02983288054292616	654, 1601, 114897
GO:0070232	BP	e	regulation of T cell apoptotic process	3/1302	3/20670	0.0002493866712052344	9	3	0.02983288054292616	3718, 3958, 155038
GO:0008630	BP	e	intrinsic apoptotic signaling pathway in response to DNA damage	10/1302	43/20670	0.00026880739670542055	7	10	0.031849836403925115	596, 597, 1969, 3162, 4170, 4776, 5371, 7132, 7133, 10018
GO:0043066	BP	e	negative regulation of apoptotic process	51/1302	482/20670	0.00027933692943603024	7	51	0.032785195652015584	330, 355, 429, 596, 597, 602, 1263, 1512, 1601, 3303, 3304, 3315, 3397, 3491, 3791, 4091, 4170, 4487, 4609, 5139, 5292, 6464, 6608, 6926, 7057, 7076, 7157, 7476, 8444, 8737, 8793, 8835, 8870, 8996, 9021, 9531, 10630, 10892, 11167, 22809, 23564, 26471, 51129, 51176, 55679, 56892, 64855, 79366, 92565, 126393, 255488
GO:0006809	BP	e	nitric oxide biosynthetic process	6/1302	16/20670	0.00028561353865878716	5	6	0.03320857976125206	1545, 2644, 4846, 23564, 54996, 64757
GO:0048870	BP	e	cell motility	9/1302	36/20670	0.0003031760639636971	3	9	0.03428921283429414	947, 1969, 2113, 3691, 4323, 5338, 7046, 9592, 27286
GO:0045595	BP	e	regulation of cell differentiation	9/1302	36/20670	0.0003031760639636971	4	9	0.03428921283429414	604, 1051, 1052, 2242, 2260, 7982, 9314, 255877, 388585
GO:0060412	BP	e	ventricular septum morphogenesis	9/1302	36/20670	0.0003031760639636971	4	9	0.03428921283429414	187, 3280, 4846, 6926, 7042, 7046, 7049, 26508, 53834
GO:2001235	BP	e	positive regulation of apoptotic signaling pathway	8/1302	29/20670	0.00031598181306420744	8	8	0.035415583210196444	355, 1075, 1512, 3625, 4776, 4804, 7046, 56658
GO:0030036	BP	e	actin cytoskeleton organization	23/1302	166/20670	0.00032535376445845467	6	23	0.036140412353818166	390, 604, 2275, 2919, 3985, 5592, 5881, 6525, 7408, 8572, 9124, 9322, 9749, 9754, 23002, 23022, 23384, 27295, 54434, 57381, 152273, 254102, 339451
GO:0048251	BP	e	elastic fiber assembly	5/1302	11/20670	0.00032994672576806063	7	5	0.0363262585423048	4239, 4629, 11117, 30008, 79875
GO:0030593	BP	e	neutrophil chemotaxis	14/1302	79/20670	0.0003793065569880631	9	14	0.0413943234691973	728, 1908, 2919, 2920, 3553, 3576, 3672, 3958, 5293, 6279, 6280, 6283, 6347, 7042
GO:0060325	BP	e	face morphogenesis	8/1302	30/20670	0.0004072848181679115	3	8	0.04406113411153902	444, 4313, 4487, 6237, 7122, 51176, 64651, 83716
GO:0021542	BP	e	dentate gyrus development	6/1302	17/20670	0.0004179584519239326	3	6	0.044442915387911494	2018, 4192, 6608, 7832, 51176, 55079
GO:0045926	BP	e	negative regulation of growth	6/1302	17/20670	0.0004179584519239326	4	6	0.044442915387911494	4489, 4494, 4495, 4499, 4501, 4502
GO:0048661	BP	e	positive regulation of smooth muscle cell proliferation	11/1302	54/20670	0.0004617875947761168	6	11	0.04755599313868154	1535, 1906, 3162, 3570, 3654, 4609, 4615, 4854, 7040, 7057, 388585
GO:0007259	BP	e	receptor signaling pathway via JAK-STAT	9/1302	38/20670	0.00046846737659334486	7	9	0.04755599313868154	1439, 3718, 6347, 6774, 6776, 8835, 9021, 9111, 57817
GO:0043491	BP	e	protein kinase B signaling	9/1302	38/20670	0.00046846737659334486	6	9	0.04755599313868154	958, 1263, 1969, 3553, 3791, 6347, 7040, 8503, 375033
GO:0032494	BP	e	response to peptidoglycan	4/1302	7/20670	0.0004701701757139964	5	4	0.04755599313868154	728, 4615, 11213, 64170
GO:0035425	BP	e	autocrine signaling	4/1302	7/20670	0.0004701701757139964	4	4	0.04755599313868154	6279, 6280, 8321, 29923
GO:0003179	BP	e	heart valve morphogenesis	4/1302	7/20670	0.0004701701757139964	3	4	0.04755599313868154	7040, 7042, 53834, 56999
GO:0032526	BP	e	response to retinoic acid	10/1302	46/20670	0.00048104852741069675	5	10	0.048263909109003855	429, 654, 1512, 3485, 4313, 5916, 6256, 7075, 9314, 340485
GO:0050911	BP	p	detection of chemical stimulus involved in sensory perception of smell	0/1302	432/20670	7.106168037972787e-13	5	0	2.210195914010486e-09	
GO:0006396	BP	p	RNA processing	5/1302	553/20670	2.115778233617477e-10	7	5	3.290299625554379e-07	5939, 11030, 26812, 692109, 109616964
GO:0035195	BP	p	gene silencing by miRNA	6/1302	579/20670	3.160420212885413e-10	9	6	4.3687542076119356e-07	8994, 84981, 283131, 406913, 407010, 442907
GO:0006412	BP	p	translation	0/1302	178/20670	1.5583711397592357e-05	7	0	0.003956672520356051	
GO:0000398	BP	p	mRNA splicing, via spliceosome	0/1302	182/20670	1.7148512764558094e-05	11	0	0.004183228378507201	
GO:0062023	CC	e	collagen-containing extracellular matrix	74/1302	379/20670	1.5578003242908995e-18	4	74	2.8087139846964916e-15	12, 285, 302, 710, 1075, 1278, 1282, 1284, 1286, 1290, 1292, 1490, 1512, 1893, 1992, 2006, 2162, 2192, 2199, 2331, 2662, 3339, 3371, 3383, 3491, 3909, 3910, 3958, 4053, 4059, 4147, 4192, 4239, 4240, 4256, 4313, 4811, 5054, 5265, 5359, 5549, 5919, 6275, 6279, 6280, 6387, 6423, 6649, 7040, 7042, 7052, 7057, 7123, 8406, 9068, 10082, 11117, 25890, 27286, 30008, 51129, 56999, 64129, 79148, 79812, 79875, 80760, 81794, 84695, 127435, 161198, 284217, 340706, 389084
GO:0005887	CC	e	integral component of plasma membrane	158/1302	1427/20670	1.514057006420504e-12	4	158	1.3649223912880842e-09	94, 108, 112, 114, 136, 147, 148, 182, 187, 366, 728, 947, 958, 1439, 1836, 1903, 1909, 1947, 1969, 2049, 2050, 2057, 2064, 2212, 2260, 2321, 2615, 2701, 2702, 2828, 2852, 2905, 2995, 3383, 3384, 3385, 3554, 3556, 3566, 3587, 3588, 3710, 3791, 3949, 4059, 4071, 4323, 4324, 4804, 4855, 5021, 5175, 5348, 5359, 5420, 5745, 5754, 5995, 6094, 6510, 6517, 6538, 6542, 6556, 6560, 6563, 6573, 6581, 6583, 6967, 7049, 7056, 7075, 7097, 7106, 7132, 8322, 8323, 8742, 8743, 9120, 9122, 9332, 9356, 9466, 9976, 9986, 10076, 10266, 10268, 10312, 10457, 10544, 10630, 10791, 10894, 11251, 11309, 23516, 23554, 23670, 23768, 26025, 26167, 26262, 27180, 28231, 51063, 51267, 51293, 51458, 53832, 54510, 54795, 54894, 55243, 55540, 55890, 56098, 56099, 56100, 56101, 56102, 56103, 56104, 56105, 56106, 56107, 56108, 56109, 56110, 56111, 56112, 56113, 56301, 56920, 57194, 57205, 57211, 57526, 64065, 64116, 64123, 65078, 80036, 80723, 81031, 81619, 84329, 84876, 84879, 91653, 92745, 113278, 114897, 129303, 163702, 340348
GO:0005576	CC	e	extracellular region	199/1302	1944/20670	2.33479253899045e-12	2	199	1.4032103159332605e-09	12, 123, 133, 182, 249, 285, 302, 710, 715, 716, 720, 721, 730, 837, 1075, 1116, 1117, 1265, 1278, 1282, 1284, 1286, 1290, 1292, 1356, 1440, 1490, 1512, 1893, 1903, 1906, 1908, 1945, 1992, 2006, 2049, 2050, 2057, 2162, 2171, 2192, 2199, 2260, 2268, 2331, 2633, 2919, 2920, 3075, 3250, 3303, 3304, 3339, 3371, 3426, 3481, 3485, 3486, 3487, 3491, 3547, 3553, 3554, 3556, 3570, 3576, 3625, 3671, 3791, 3909, 3910, 3953, 3955, 3958, 4053, 4059, 4069, 4147, 4192, 4239, 4240, 4313, 4804, 4811, 4814, 4828, 4854, 4855, 4860, 5054, 5125, 5265, 5322, 5327, 5549, 5552, 5627, 5836, 5873, 5919, 6275, 6279, 6280, 6283, 6320, 6347, 6387, 6480, 6649, 6948, 7040, 7042, 7057, 7076, 7123, 7132, 7133, 7286, 7424, 7476, 8368, 8407, 8542, 8741, 8742, 8743, 8828, 8862, 9173, 9332, 9423, 10148, 10272, 10319, 10544, 10673, 11117, 11167, 11248, 23406, 23418, 23780, 25890, 25891, 25992, 30008, 51129, 51299, 51365, 51705, 51816, 55036, 55276, 55540, 55582, 55901, 56034, 57214, 57817, 64129, 79169, 79742, 79792, 80301, 80760, 80830, 80833, 81575, 81794, 83706, 83716, 84695, 115950, 116236, 118429, 126393, 129080, 130574, 135228, 147015, 150677, 151887, 163175, 169611, 170691, 196740, 199800, 219348, 266727, 284217, 286256, 339479, 388419, 389084, 402665, 646424, 653247, 728464, 729085
GO:0005886	CC	e	plasma membrane	404/1302	4778/20670	1.2042571200924373e-11	3	404	5.4281889688166604e-09	94, 108, 112, 114, 123, 136, 147, 148, 182, 187, 249, 285, 302, 306, 355, 366, 389, 390, 444, 602, 684, 720, 721, 728, 762, 834, 837, 927, 947, 954, 958, 1003, 1008, 1192, 1356, 1439, 1490, 1535, 1601, 1608, 1832, 1836, 1903, 1909, 1945, 1947, 1969, 2012, 2013, 2014, 2049, 2050, 2057, 2064, 2114, 2120, 2171, 2212, 2260, 2268, 2321, 2532, 2535, 2633, 2669, 2683, 2687, 2731, 2773, 2791, 2828, 2852, 2905, 2995, 3119, 3127, 3140, 3303, 3304, 3315, 3339, 3383, 3384, 3385, 3554, 3556, 3566, 3570, 3587, 3588, 3597, 3654, 3672, 3678, 3691, 3710, 3718, 3764, 3770, 3791, 3949, 3958, 4026, 4041, 4055, 4059, 4163, 4257, 4258, 4313, 4323, 4324, 4430, 4615, 4641, 4734, 4739, 4792, 4804, 4811, 4846, 4854, 4855, 4935, 4940, 5021, 5054, 5074, 5144, 5175, 5292, 5293, 5322, 5333, 5338, 5348, 5355, 5359, 5420, 5592, 5627, 5745, 5754, 5819, 5829, 5872, 5881, 6004, 6237, 6279, 6280, 6283, 6464, 6510, 6517, 6520, 6538, 6542, 6556, 6560, 6563, 6573, 6581, 6583, 6608, 6645, 6764, 6774, 6840, 7040, 7046, 7052, 7056, 7097, 7106, 7122, 7132, 7133, 7205, 7408, 7410, 7476, 7704, 8140, 8321, 8322, 8323, 8324, 8325, 8436, 8515, 8519, 8578, 8692, 8727, 8737, 8742, 8764, 8793, 8795, 8797, 8828, 8829, 8938, 8994, 9071, 9173, 9180, 9208, 9262, 9332, 9356, 9454, 9455, 9466, 9531, 9630, 9749, 9914, 9976, 10052, 10060, 10076, 10082, 10083, 10123, 10148, 10266, 10268, 10312, 10384, 10410, 10457, 10544, 10555, 10560, 10581, 10603, 10630, 10633, 10673, 10791, 10894, 10970, 11118, 11213, 11251, 11309, 22800, 22918, 23002, 23007, 23022, 23180, 23218, 23237, 23406, 23418, 23516, 23630, 23670, 23768, 25825, 25865, 25960, 26136, 26509, 27180, 28231, 30844, 30846, 50831, 50832, 50848, 51196, 51285, 51293, 51299, 51330, 51458, 51599, 51655, 51703, 51705, 51760, 53832, 53834, 54434, 54538, 54567, 54625, 54756, 54762, 54795, 54798, 54857, 54894, 55113, 55240, 55243, 55532, 55540, 55679, 55742, 55890, 55974, 56034, 56301, 56892, 56963, 57007, 57101, 57194, 57205, 57211, 57214, 57216, 57381, 57616, 57622, 57664, 57716, 64065, 64098, 64114, 64115, 64116, 64123, 64167, 64170, 64231, 64403, 64411, 64787, 64855, 65078, 79652, 79671, 79720, 79792, 79850, 80024, 80036, 80704, 80723, 81031, 81035, 81575, 81619, 83874, 83987, 84281, 84329, 84435, 84513, 84818, 84876, 84879, 85415, 85450, 90102, 90313, 90952, 91653, 91947, 92162, 92745, 93129, 94121, 113026, 113146, 113278, 114990, 115330, 115361, 115677, 116238, 118429, 122786, 126969, 130574, 135228, 152273, 153579, 154091, 163702, 196527, 196740, 201134, 202374, 203245, 220074, 222962, 257364, 260425, 266727, 283349, 284111, 340348, 341640, 388419, 729359, 768211, 100506658
GO:0031012	CC	e	extracellular matrix	44/1302	246/20670	2.936805749246998e-10	3	44	1.0590121531784673e-07	249, 1116, 1278, 1282, 1284, 1286, 1290, 1490, 1893, 2006, 2192, 2199, 2331, 2615, 3491, 4053, 4147, 4256, 4323, 4324, 5549, 5919, 7040, 7049, 7052, 7057, 7076, 7476, 8857, 10234, 10319, 23768, 30008, 56999, 79148, 81035, 81794, 83716, 114990, 116135, 129080, 169611, 170691, 284217
GO:0005925	CC	e	focal adhesion	60/1302	419/20670	2.5104687667731407e-09	5	60	7.543958644153288e-07	390, 726, 1265, 1535, 1601, 1969, 2242, 2275, 2321, 2535, 3303, 3304, 3315, 3339, 3371, 3383, 3672, 3678, 3691, 4026, 4323, 4739, 4810, 5754, 5819, 5829, 6237, 6641, 6645, 6840, 7052, 7106, 7205, 7408, 8321, 8412, 8462, 8829, 8994, 9124, 9173, 9754, 10095, 10544, 10673, 11078, 22800, 23022, 23224, 23768, 26136, 55616, 55679, 55742, 55901, 57514, 64098, 79798, 81848, 90102
GO:0070062	CC	e	extracellular exosome	206/1302	2212/20670	4.645927415867628e-09	6	206	1.1966581615441904e-06	12, 203, 249, 302, 306, 355, 389, 416, 684, 710, 715, 720, 721, 726, 730, 762, 822, 954, 958, 1075, 1116, 1192, 1278, 1284, 1292, 1356, 1491, 1512, 1645, 1832, 1836, 1893, 1947, 1992, 2050, 2053, 2171, 2184, 2192, 2268, 2289, 2683, 2773, 2875, 3075, 3127, 3250, 3303, 3304, 3315, 3337, 3339, 3373, 3383, 3385, 3426, 3485, 3671, 3672, 3691, 3909, 3910, 3958, 4053, 4059, 4069, 4240, 4245, 4256, 4430, 4629, 4641, 4734, 4811, 4860, 5054, 5175, 5224, 5265, 5327, 5333, 5352, 5359, 5420, 5480, 5549, 5627, 5696, 5698, 5819, 5836, 5872, 5873, 5881, 6237, 6239, 6275, 6279, 6280, 6387, 6448, 6470, 6482, 6510, 6517, 6520, 6608, 6649, 7049, 7052, 7057, 7076, 7123, 7128, 7408, 7476, 7832, 8140, 8335, 8342, 8368, 8407, 8644, 8741, 8743, 8857, 9068, 9261, 9322, 9356, 9630, 10095, 10544, 10791, 10840, 10894, 10903, 10970, 11098, 11117, 11167, 22800, 22837, 22977, 23180, 23224, 23406, 23475, 23541, 23564, 23670, 23743, 23768, 26027, 26509, 29028, 29926, 30008, 30844, 30846, 50848, 51279, 51458, 51599, 53405, 54538, 54587, 55020, 55276, 55890, 56034, 56101, 56920, 57134, 57381, 59345, 64114, 64129, 64787, 64855, 65078, 79720, 79812, 79875, 83706, 83716, 83871, 83874, 84617, 93343, 113189, 114990, 130589, 144568, 160428, 196527, 222389, 252983, 255252, 284207, 340706, 341640, 407010, 440689, 653689, 102465478
GO:0005604	CC	e	basement membrane	19/1302	85/20670	1.0599043411208212e-06	5	19	0.00021233416967120453	302, 954, 1282, 1286, 2192, 3339, 3691, 3909, 3910, 4811, 7076, 9423, 10319, 30008, 79812, 151887, 284217, 340706, 341640
GO:0043235	CC	e	receptor complex	33/1302	216/20670	2.76504347412672e-06	2	33	0.0004985373383850476	94, 1969, 2049, 2050, 2064, 2260, 2321, 3566, 3570, 3597, 3691, 3710, 3791, 3949, 3953, 4041, 4854, 5745, 6256, 7046, 7049, 7075, 7097, 7132, 8737, 8829, 9180, 9466, 10062, 10148, 10266, 10268, 55890
GO:0005615	CC	e	extracellular space	163/1302	1848/20670	7.581164736985957e-06	2	163	0.0012426218200714254	12, 133, 285, 302, 654, 710, 715, 716, 720, 721, 822, 1075, 1116, 1117, 1192, 1278, 1282, 1284, 1286, 1290, 1292, 1356, 1440, 1490, 1512, 1893, 1906, 1908, 1992, 2192, 2217, 2321, 2331, 2615, 2662, 2683, 2919, 2920, 3140, 3162, 3250, 3315, 3339, 3371, 3373, 3383, 3426, 3430, 3481, 3485, 3486, 3487, 3553, 3566, 3576, 3625, 3958, 4053, 4069, 4239, 4240, 4242, 4313, 4323, 4940, 5054, 5125, 5175, 5265, 5327, 5420, 5549, 5552, 5627, 5919, 6275, 6279, 6280, 6283, 6320, 6347, 6423, 6649, 6948, 7040, 7042, 7049, 7056, 7057, 7076, 7123, 7132, 7424, 7476, 8322, 8542, 8741, 8742, 8829, 8857, 8862, 9068, 9111, 9235, 10082, 10148, 10234, 10272, 10544, 10673, 10797, 10882, 11117, 11167, 23768, 24147, 25890, 27286, 29923, 51129, 51279, 51365, 51816, 56034, 56920, 56925, 56999, 57817, 58189, 64129, 64132, 79148, 79600, 79792, 79812, 79990, 80832, 81035, 83716, 84695, 114897, 114990, 116135, 123920, 127435, 135228, 144568, 152189, 163175, 165257, 169611, 199800, 221476, 266727, 284207, 284217, 286256, 339451, 340706, 353500, 406913, 407010, 442907
GO:0005788	CC	e	endoplasmic reticulum lumen	40/1302	304/20670	1.1921242322492447e-05	5	40	0.00179116665895449	414, 416, 710, 720, 1066, 1075, 1278, 1282, 1284, 1286, 1290, 1292, 1356, 3270, 3371, 3486, 3487, 3491, 4240, 5265, 7057, 7076, 7476, 8542, 10148, 10272, 10970, 11098, 11167, 27433, 54587, 55033, 56034, 57333, 60681, 64167, 81619, 143888, 285203, 340348
GO:0031093	CC	e	platelet alpha granule lumen	15/1302	67/20670	1.3923495218442871e-05	7	15	0.0018616706833321224	12, 710, 2162, 3481, 3671, 5054, 5265, 5552, 5627, 7040, 7042, 7057, 7076, 7424, 83706
GO:0005737	CC	e	cytoplasm	371/1302	4848/20670	1.4866570602750946e-05	2	371	0.0018616706833321224	108, 133, 147, 148, 203, 215, 302, 306, 330, 596, 602, 639, 654, 684, 726, 767, 822, 834, 837, 839, 843, 875, 947, 1017, 1030, 1051, 1066, 1116, 1192, 1263, 1491, 1601, 1757, 1796, 1832, 1847, 1852, 1903, 1906, 1947, 1978, 2013, 2078, 2113, 2121, 2171, 2242, 2289, 2535, 2633, 2634, 2635, 2644, 2773, 2852, 2872, 3280, 3303, 3304, 3315, 3337, 3373, 3430, 3613, 3654, 3659, 3665, 3710, 3958, 3985, 4091, 4093, 4163, 4170, 4192, 4323, 4430, 4440, 4489, 4494, 4495, 4499, 4501, 4502, 4615, 4616, 4641, 4647, 4734, 4739, 4791, 4792, 4794, 4846, 4860, 4935, 4940, 5074, 5080, 5292, 5293, 5321, 5327, 5333, 5359, 5371, 5420, 5480, 5592, 5613, 5745, 5780, 5784, 5827, 5836, 5916, 5920, 5990, 6004, 6103, 6239, 6280, 6283, 6300, 6320, 6387, 6470, 6525, 6538, 6615, 6641, 6645, 6665, 6672, 6737, 6774, 6840, 7004, 7040, 7049, 7097, 7123, 7128, 7157, 7205, 7286, 7410, 7538, 7545, 7832, 7867, 8139, 8313, 8412, 8418, 8436, 8444, 8531, 8556, 8572, 8644, 8692, 8741, 8835, 8915, 8994, 9071, 9111, 9124, 9208, 9261, 9314, 9322, 9411, 9423, 9454, 9455, 9531, 9592, 9755, 9830, 9960, 10044, 10062, 10083, 10123, 10221, 10266, 10346, 10392, 10398, 10475, 10518, 10603, 10644, 10673, 10801, 10882, 10891, 10892, 10903, 10912, 11067, 11078, 11099, 11213, 11259, 22881, 22977, 23007, 23024, 23143, 23180, 23224, 23237, 23384, 23475, 23541, 23645, 25832, 25865, 25959, 26112, 26168, 26270, 26471, 26472, 26508, 27143, 27233, 27254, 27286, 27303, 28511, 29107, 29109, 29842, 29925, 29926, 29950, 29958, 29969, 30844, 30846, 51085, 51176, 51191, 51339, 51477, 51776, 54434, 54531, 54541, 54625, 54857, 54873, 54919, 55036, 55240, 55332, 55553, 55582, 55601, 55679, 55742, 55796, 55815, 55893, 56658, 56892, 56925, 57211, 57214, 57664, 57716, 59345, 63876, 63901, 64098, 64135, 64167, 64170, 64411, 64855, 65975, 79148, 79720, 79798, 79845, 80114, 80139, 80149, 80206, 80271, 80830, 80833, 81602, 81606, 81848, 83666, 83987, 84166, 84282, 84331, 84513, 84617, 84662, 84695, 84875, 84913, 84922, 85363, 85441, 89891, 90007, 90050, 90313, 91351, 91947, 92565, 112464, 113146, 113278, 115290, 115677, 120376, 122786, 126393, 127435, 130574, 130589, 148932, 149563, 150290, 151636, 152189, 152273, 153562, 157506, 163732, 170954, 196383, 200942, 201134, 202051, 219285, 220004, 221687, 253827, 255374, 255488, 256364, 256949, 260425, 283234, 283349, 286077, 340719, 374654, 375449, 377677, 388341, 388419, 388886, 389084, 440503, 643037, 653689, 730005, 101060226, 102724428
GO:0045121	CC	e	membrane raft	33/1302	234/20670	1.548810884635709e-05	4	33	0.0018616706833321224	108, 114, 302, 330, 355, 684, 1947, 2013, 2773, 3383, 3672, 3791, 4641, 5175, 5359, 5420, 6517, 7046, 7097, 7132, 7133, 8436, 8692, 8737, 8797, 8915, 10630, 23180, 23237, 65078, 79180, 84876, 130574
GO:0001725	CC	e	stress fiber	15/1302	69/20670	2.0269929888878713e-05	4	15	0.0022745998639280263	1265, 1535, 2275, 4026, 5829, 7205, 8572, 9124, 9531, 10398, 10801, 23002, 23022, 27295, 29109
GO:0005856	CC	e	cytoskeleton	51/1302	435/20670	2.1446587735316942e-05	5	51	0.0022745998639280263	389, 390, 1265, 1608, 2268, 3315, 3718, 4846, 5784, 5881, 6279, 6280, 6283, 6525, 6641, 7205, 8139, 8407, 8418, 8444, 8572, 8727, 9001, 9124, 9208, 9322, 10083, 10160, 10644, 10970, 11099, 23268, 25802, 26064, 29109, 51259, 54434, 57545, 64098, 64411, 79600, 79990, 80149, 80206, 115677, 122786, 152273, 170954, 222235, 256949, 257019
GO:0016324	CC	e	apical plasma membrane	43/1302	350/20670	2.961661585502331e-05	4	43	0.0029665976881448346	114, 182, 684, 762, 947, 1535, 1836, 2013, 2064, 3485, 3570, 4647, 4810, 4935, 5021, 5144, 5348, 5420, 5745, 5873, 6520, 6573, 6583, 8140, 8323, 8692, 9180, 10312, 10392, 10630, 11309, 23516, 23704, 51458, 53405, 57216, 64116, 84329, 113278, 117583, 153562, 222962, 100506658
GO:0005911	CC	e	cell-cell junction	27/1302	185/20670	4.415720598825214e-05	4	27	0.004190286441937822	1003, 1265, 3678, 3937, 4804, 5175, 5754, 5819, 5829, 7122, 8322, 10076, 23268, 23768, 26025, 50848, 54532, 54922, 55243, 55679, 57216, 64065, 64403, 90952, 260425, 284217, 100506658
GO:0009986	CC	e	cell surface	64/1302	606/20670	5.6945863873819644e-05	2	64	0.004889209169737944	94, 302, 355, 684, 726, 762, 927, 958, 1003, 1969, 2013, 2615, 3383, 3672, 3678, 3691, 3949, 3958, 4804, 4854, 4855, 5327, 5738, 5819, 6520, 7040, 7046, 7049, 7056, 7057, 7097, 7132, 7476, 8321, 8322, 8323, 8406, 8692, 8793, 8795, 8797, 10082, 10266, 10268, 10544, 10791, 22918, 25960, 27286, 29923, 54587, 56034, 56963, 56999, 57007, 57211, 57622, 65078, 81619, 114990, 118429, 135228, 196527, 340348
GO:0071953	CC	e	elastic fiber	4/1302	5/20670	7.443646289382202e-05	5	4	0.0061004064817073225	2006, 2192, 4239, 30008
GO:0031941	CC	e	filamentous actin	8/1302	29/20670	0.00031598181306420744	2	8	0.023738133706448585	4641, 5881, 6525, 8572, 9124, 23384, 27295, 254102
GO:0005811	CC	e	lipid droplet	16/1302	100/20670	0.0004976708565074757	5	16	0.03589202217131915	123, 302, 1066, 3654, 5346, 9249, 10970, 29923, 50486, 80270, 157506, 168537, 196410, 440503, 497661, 729359
GO:0005901	CC	e	caveola	13/1302	74/20670	0.0006611278963804408	6	13	0.045846676814382106	114, 147, 148, 3162, 4846, 5348, 6608, 8436, 9356, 26509, 30846, 112464, 729085
GO:0005730	CC	p	nucleolus	39/1302	1308/20670	3.609612760981926e-08	5	39	8.135164760063014e-06	604, 822, 1026, 1263, 1316, 1376, 2120, 2852, 3162, 3337, 3428, 3691, 3710, 4609, 4641, 5292, 5359, 5371, 5420, 7157, 8556, 8996, 9001, 10633, 10865, 11107, 26168, 26812, 29969, 51703, 56892, 64782, 84456, 84875, 90007, 126393, 202051, 692109, 109616964
GO:0005694	CC	p	chromosome	1/1302	201/20670	5.392135888164033e-05	5	1	0.004861010503179875	10362
GO:0042101	CC	p	T cell receptor complex	0/1302	136/20670	0.0002594948829490112	5	0	0.020342142345959442	
