# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005886	CC	p	plasma membrane	156/1578	4778/20670	6.034454007015339e-45	3	156	1.0880120574648655e-41	92, 132, 153, 157, 657, 952, 965, 1193, 1460, 1676, 1756, 2157, 2339, 3622, 3781, 3845, 3987, 4092, 4126, 4139, 4179, 4238, 4254, 4325, 4482, 4521, 4690, 4925, 5156, 5311, 5330, 5341, 5547, 5771, 5791, 5876, 5908, 5912, 6259, 6284, 6526, 6732, 6804, 6996, 7220, 7852, 8417, 8576, 8601, 8650, 8773, 8825, 8935, 9263, 9365, 9367, 9404, 9498, 9499, 9650, 9958, 10124, 10203, 10352, 10434, 10495, 11267, 22849, 23200, 23210, 23234, 23305, 23378, 23380, 23461, 23556, 23586, 23607, 25801, 25945, 27289, 27346, 28956, 28977, 28985, 29098, 29915, 29970, 30820, 50855, 51143, 51182, 51474, 51715, 54432, 54464, 54536, 54822, 54934, 55014, 55016, 55146, 55529, 55644, 55706, 55824, 55869, 55975, 56888, 56940, 57020, 57486, 57628, 57669, 57826, 58489, 59338, 60485, 63826, 64130, 64215, 64750, 64762, 79658, 84102, 84230, 84299, 84307, 84668, 89894, 90134, 91419, 114625, 115548, 116068, 120103, 120534, 120892, 129401, 133308, 144402, 145389, 151195, 153364, 153396, 157378, 157657, 171586, 203859, 223082, 252995, 284521, 286410, 374868, 440279, 730094
GO:0005615	CC	p	extracellular space	28/1578	1848/20670	1.6235017997885908e-34	2	28	1.4635868725094145e-31	1519, 1652, 2157, 3858, 4254, 4521, 4925, 6284, 7873, 8339, 8343, 10208, 10464, 10495, 23234, 23318, 51118, 51726, 55471, 57045, 65251, 79135, 80763, 120892, 203228, 285315, 406912, 407017
GO:0005576	CC	p	extracellular region	47/1578	1944/20670	5.092789841285823e-25	2	47	2.295575020959584e-22	178, 313, 353, 1432, 1460, 2157, 3417, 4238, 4254, 4325, 5341, 6284, 6804, 6993, 7873, 8361, 8365, 8481, 9365, 9861, 10092, 11061, 23412, 25801, 25852, 29099, 50810, 51071, 54558, 55664, 56888, 57486, 64786, 79135, 79582, 79630, 80167, 81577, 84279, 90693, 139322, 145853, 171019, 252995, 374969, 387921, 389203
GO:0005887	CC	p	integral component of plasma membrane	24/1578	1427/20670	8.863252587759506e-25	4	24	3.196088883146078e-22	92, 153, 965, 4179, 4325, 5156, 5311, 6259, 6302, 6526, 7220, 9197, 9365, 9482, 10203, 10559, 54822, 55848, 64924, 83941, 84230, 90134, 145389, 286410
GO:0062023	CC	p	collagen-containing extracellular matrix	0/1578	379/20670	1.0881851942939063e-13	4	0	2.1799976725687924e-11	
GO:0070062	CC	p	extracellular exosome	89/1578	2212/20670	4.2151527025130575e-13	6	89	7.599920322631042e-11	39, 280, 353, 642, 669, 952, 965, 1429, 1460, 1652, 1854, 1977, 2946, 3176, 3417, 3858, 4179, 4300, 4482, 4830, 4925, 5092, 5134, 5189, 5311, 5547, 5682, 5685, 5908, 5912, 6235, 6697, 6748, 6897, 7358, 7852, 8339, 8340, 8343, 8361, 8365, 8417, 8428, 8703, 8773, 8825, 9141, 9365, 9367, 9380, 9562, 10016, 10092, 10093, 10434, 10591, 11164, 11267, 23318, 23607, 25801, 28970, 29127, 51121, 51534, 51765, 51809, 53343, 54622, 55028, 55293, 55610, 57826, 59338, 79017, 79612, 80146, 81873, 84817, 92815, 120892, 134147, 144402, 153364, 157310, 161436, 222236, 254863, 283537
GO:0016021	CC	p	integral component of membrane	181/1578	3613/20670	9.229185823880524e-12	3	181	1.3424564579222266e-09	22, 657, 746, 952, 3781, 4238, 4254, 4259, 5279, 5281, 5791, 6259, 6526, 6715, 6748, 6804, 7494, 7852, 8034, 8417, 8703, 9166, 9435, 9482, 9498, 9554, 9653, 9936, 10090, 10206, 10390, 10559, 11061, 22908, 23200, 23302, 23305, 23306, 23461, 23478, 23480, 23556, 25875, 26175, 27346, 29090, 29880, 50999, 51249, 51643, 51809, 54432, 54675, 54708, 54879, 54901, 54916, 54953, 54965, 55014, 55016, 55028, 55146, 55151, 55186, 55266, 55345, 55486, 55529, 55568, 55624, 55669, 55676, 55706, 55776, 55780, 55824, 55850, 56913, 56994, 57020, 57110, 57146, 57157, 57210, 57231, 57380, 58477, 58505, 60492, 64215, 64418, 64429, 65062, 65084, 79022, 79053, 79086, 79694, 80021, 80067, 80146, 80195, 81562, 81790, 81853, 83930, 83982, 84102, 84233, 84275, 84278, 84910, 84945, 84947, 85025, 89894, 90488, 92014, 113402, 113444, 114625, 114926, 115209, 115286, 116068, 116150, 120103, 121256, 122509, 124512, 125228, 128338, 131616, 133308, 134145, 143187, 147007, 148534, 148808, 148867, 150709, 152518, 152559, 153396, 154214, 154467, 157378, 160897, 169200, 171546, 171586, 200728, 202018, 203859, 219738, 221786, 252995, 253558, 254863, 255027, 255919, 256471, 283464, 283951, 284521, 285315, 285440, 285671, 286148, 339804, 374868, 387923, 388789, 389203, 641649, 647087, 727936, 730094, 730130, 100505876
GO:0009986	CC	p	cell surface	9/1578	606/20670	9.679386551851883e-12	2	9	1.3424564579222266e-09	92, 952, 965, 1756, 3781, 3858, 4179, 4325, 7852
GO:0009897	CC	p	external side of plasma membrane	6/1578	421/20670	1.3808784791841252e-08	3	6	1.6598159319793186e-06	657, 5156, 7852, 9936, 10495, 114625
GO:0045202	CC	p	synapse	8/1578	420/20670	3.5006333445062303e-07	3	8	3.506467733413741e-05	1756, 5599, 8825, 22849, 54464, 56888, 64130, 200933
GO:0016020	CC	p	membrane	109/1578	2152/20670	7.600726892619738e-07	2	109	6.852055293696694e-05	573, 637, 746, 952, 965, 1193, 1503, 1994, 3052, 3845, 3858, 4259, 4830, 4999, 5156, 5194, 5311, 5341, 5557, 5571, 5828, 5877, 5908, 5912, 5965, 6259, 6302, 8228, 8361, 8365, 8481, 8504, 8540, 9175, 9197, 9404, 9451, 9474, 9498, 9653, 9936, 10001, 10049, 10198, 10282, 10478, 10553, 11103, 11267, 23012, 23200, 23305, 23480, 23556, 23683, 25804, 27077, 27130, 27241, 28969, 29880, 29916, 51068, 51124, 51143, 51182, 51542, 51643, 51726, 51765, 51809, 54344, 54464, 54708, 54901, 55266, 55610, 55706, 55717, 55745, 56994, 57210, 57628, 57665, 57763, 58477, 59338, 64215, 64853, 64895, 64924, 65062, 79693, 83930, 84230, 84284, 84318, 84910, 84945, 90693, 92906, 115209, 152518, 253558, 255520, 256471, 283537, 641649, 102157402
GO:0016324	CC	p	apical plasma membrane	6/1578	350/20670	1.2640436261871074e-06	4	6	0.00010254001991504294	9365, 50855, 51765, 64924, 128338, 133308
GO:0072562	CC	p	blood microparticle	0/1578	144/20670	2.1583241347660403e-05	2	0	0.0013898065767797038	
GO:0005788	CC	p	endoplasmic reticulum lumen	6/1578	304/20670	2.681279975605383e-05	5	6	0.0016670164813850019	2157, 7873, 9562, 51726, 55757, 285362
GO:0042101	CC	p	T cell receptor complex	0/1578	136/20670	3.095775295603915e-05	5	0	0.0018605609526579528	
GO:1903561	CC	p	extracellular vesicle	1/1578	155/20670	0.0001038325588785093	5	1	0.005200280657165341	407017
GO:0030424	CC	p	axon	8/1578	322/20670	0.00011664115691656263	5	8	0.005534315945277959	5599, 6804, 9474, 9499, 23607, 25983, 120892, 284697
GO:0005856	CC	p	cytoskeleton	14/1578	435/20670	0.00016140635571106863	5	14	0.007097942910903822	1756, 3281, 3858, 4139, 4254, 5147, 8409, 27289, 29766, 57669, 57763, 120526, 219899, 374969
GO:0031012	CC	p	extracellular matrix	5/1578	246/20670	0.00023494967090027005	3	5	0.009851494340306672	4325, 22932, 81577, 84947, 171019
GO:0014069	CC	p	postsynaptic density	5/1578	240/20670	0.0003235220733599954	4	5	0.012680658658001559	6804, 9101, 22849, 23380, 200933
GO:0005925	CC	p	focal adhesion	14/1578	419/20670	0.00036908024996363414	5	14	0.014158546610307072	3845, 3987, 4179, 6235, 8650, 8773, 9404, 10092, 22823, 25996, 51474, 57669, 81873, 120534
GO:0043005	CC	p	neuron projection	10/1578	337/20670	0.000400373068066732	4	10	0.015039013369256619	3781, 5723, 6478, 6804, 7486, 8773, 9498, 22849, 84668, 120892
GO:0031225	CC	p	anchored component of membrane	0/1578	99/20670	0.0008376884713175732	3	0	0.029045236803568936	
GO:0005515	MF	e	protein binding	1113/1578	12517/20670	9.88293968417026e-18	2	1113	2.1880828460752958e-14	22, 39, 92, 153, 157, 178, 313, 353, 384, 406, 440, 466, 472, 475, 545, 571, 573, 580, 585, 594, 637, 642, 657, 669, 746, 836, 840, 892, 965, 1021, 1024, 1070, 1102, 1147, 1163, 1164, 1193, 1353, 1385, 1390, 1407, 1432, 1460, 1479, 1503, 1519, 1676, 1678, 1756, 1763, 1806, 1810, 1848, 1854, 1869, 1876, 1977, 1994, 1998, 2109, 2110, 2115, 2157, 2173, 2187, 2188, 2241, 2339, 2593, 2653, 2730, 2946, 2958, 2960, 2961, 2963, 2965, 2967, 3052, 3066, 3149, 3281, 3382, 3417, 3622, 3781, 3841, 3845, 3858, 3987, 4084, 4087, 4092, 4094, 4139, 4179, 4194, 4208, 4214, 4238, 4254, 4259, 4300, 4361, 4482, 4521, 4690, 4704, 4731, 4775, 4830, 4925, 4999, 5001, 5082, 5092, 5095, 5134, 5147, 5156, 5189, 5191, 5193, 5194, 5229, 5279, 5281, 5303, 5311, 5316, 5330, 5341, 5372, 5378, 5423, 5456, 5481, 5504, 5529, 5533, 5547, 5557, 5571, 5599, 5607, 5612, 5636, 5682, 5685, 5771, 5791, 5805, 5810, 5828, 5876, 5877, 5902, 5908, 5912, 5925, 5932, 5947, 5965, 5982, 5984, 6045, 6119, 6139, 6183, 6259, 6284, 6302, 6304, 6341, 6399, 6419, 6477, 6478, 6502, 6605, 6627, 6636, 6637, 6728, 6732, 6804, 6815, 6827, 6873, 6883, 6897, 6921, 6936, 6993, 6996, 7019, 7029, 7068, 7072, 7073, 7112, 7172, 7220, 7319, 7321, 7325, 7342, 7347, 7405, 7486, 7494, 7507, 7518, 7541, 7556, 7584, 7675, 7678, 7699, 7702, 7770, 7852, 7873, 7957, 7978, 7993, 8089, 8100, 8187, 8195, 8339, 8340, 8343, 8361, 8365, 8409, 8417, 8428, 8439, 8481, 8487, 8491, 8493, 8504, 8520, 8528, 8540, 8548, 8550, 8555, 8576, 8601, 8624, 8650, 8726, 8732, 8736, 8761, 8773, 8800, 8825, 8837, 8896, 8935, 9014, 9025, 9063, 9101, 9140, 9141, 9166, 9175, 9184, 9205, 9209, 9326, 9330, 9367, 9380, 9404, 9443, 9451, 9453, 9465, 9474, 9477, 9482, 9499, 9519, 9521, 9554, 9562, 9575, 9650, 9668, 9702, 9861, 9936, 9958, 9989, 9994, 10001, 10005, 10010, 10016, 10049, 10063, 10069, 10073, 10092, 10093, 10124, 10138, 10190, 10196, 10198, 10200, 10203, 10206, 10208, 10229, 10244, 10245, 10263, 10282, 10285, 10302, 10330, 10360, 10390, 10425, 10434, 10438, 10445, 10464, 10465, 10467, 10471, 10478, 10534, 10539, 10542, 10553, 10556, 10559, 10561, 10591, 10621, 10656, 10668, 10741, 10772, 10773, 10781, 10827, 10915, 10943, 10950, 10987, 11022, 11072, 11097, 11103, 11104, 11124, 11146, 11157, 11164, 11201, 11234, 11258, 11266, 11267, 11321, 11340, 22796, 22807, 22822, 22832, 22849, 22863, 22873, 22908, 22955, 23012, 23016, 23173, 23200, 23210, 23230, 23234, 23314, 23318, 23378, 23380, 23412, 23431, 23456, 23478, 23480, 23493, 23512, 23514, 23582, 23586, 23587, 23588, 23607, 23658, 23678, 23683, 25801, 25804, 25822, 25843, 25852, 25875, 25879, 25896, 25898, 25906, 25913, 25917, 25926, 25934, 25945, 25983, 26009, 26059, 26061, 26235, 26268, 26297, 26520, 26747, 26751, 26973, 26985, 27030, 27042, 27077, 27130, 27236, 27241, 27246, 27247, 27257, 27258, 27289, 27291, 27346, 28956, 28958, 28962, 28966, 28969, 28970, 28971, 28981, 28985, 28998, 29035, 29080, 29081, 29083, 29086, 29089, 29090, 29094, 29099, 29104, 29127, 29915, 29916, 29922, 29945, 29970, 29982, 29994, 30820, 30836, 49855, 50717, 50855, 50999, 51001, 51002, 51003, 51010, 51013, 51016, 51020, 51022, 51027, 51029, 51065, 51071, 51074, 51091, 51099, 51105, 51110, 51118, 51121, 51122, 51124, 51141, 51143, 51147, 51170, 51182, 51184, 51188, 51193, 51218, 51249, 51250, 51251, 51264, 51277, 51317, 51320, 51335, 51367, 51373, 51375, 51388, 51397, 51398, 51427, 51444, 51474, 51496, 51499, 51501, 51529, 51530, 51531, 51534, 51535, 51542, 51619, 51622, 51626, 51631, 51637, 51642, 51643, 51657, 51668, 51690, 51691, 51693, 51715, 51720, 51726, 51728, 51765, 51805, 53343, 53371, 53938, 54069, 54344, 54432, 54433, 54464, 54465, 54468, 54469, 54536, 54537, 54585, 54622, 54708, 54739, 54780, 54797, 54799, 54801, 54819, 54834, 54840, 54851, 54876, 54881, 54901, 54908, 54931, 54934, 54935, 54942, 54951, 54955, 54968, 54980, 54981, 54987, 55005, 55006, 55011, 55012, 55014, 55017, 55022, 55028, 55039, 55054, 55093, 55110, 55132, 55142, 55145, 55146, 55149, 55151, 55157, 55164, 55166, 55174, 55179, 55216, 55222, 55236, 55255, 55266, 55270, 55272, 55278, 55280, 55296, 55299, 55364, 55437, 55471, 55486, 55529, 55602, 55610, 55624, 55632, 55644, 55646, 55656, 55664, 55669, 55670, 55681, 55717, 55726, 55744, 55757, 55758, 55759, 55773, 55781, 55791, 55798, 55812, 55824, 55833, 55848, 55850, 55856, 55857, 55869, 55892, 55916, 55975, 56204, 56339, 56605, 56647, 56648, 56655, 56672, 56890, 56902, 56906, 56913, 56915, 56922, 56942, 56943, 56984, 56994, 57002, 57018, 57020, 57038, 57045, 57102, 57110, 57146, 57161, 57226, 57337, 57396, 57630, 57631, 57646, 57669, 57677, 57695, 57708, 57713, 57763, 57819, 57820, 57826, 58487, 58489, 58505, 59338, 59348, 60485, 60487, 60492, 60561, 63826, 63877, 63915, 63920, 63933, 63934, 64121, 64130, 64149, 64215, 64343, 64376, 64395, 64422, 64429, 64750, 64754, 64762, 64776, 64786, 64802, 64841, 64848, 64853, 64963, 64968, 64979, 65003, 65008, 65062, 65251, 65267, 65977, 65991, 78988, 79003, 79005, 79022, 79031, 79035, 79053, 79071, 79074, 79077, 79088, 79090, 79101, 79133, 79135, 79176, 79177, 79269, 79363, 79568, 79596, 79607, 79612, 79622, 79635, 79658, 79664, 79666, 79673, 79675, 79693, 79723, 79728, 79738, 79752, 79768, 79800, 79848, 79876, 79912, 79979, 80006, 80007, 80010, 80018, 80067, 80110, 80143, 80173, 80195, 80227, 80298, 80318, 80349, 80763, 80817, 80821, 80895, 81550, 81562, 81563, 81608, 81627, 81790, 81853, 81873, 81929, 83448, 83452, 83473, 83544, 83594, 83732, 83759, 83852, 83930, 83940, 83941, 84060, 84071, 84081, 84102, 84108, 84135, 84154, 84186, 84191, 84230, 84236, 84246, 84262, 84265, 84268, 84274, 84278, 84279, 84294, 84299, 84300, 84305, 84307, 84312, 84319, 84376, 84518, 84520, 84524, 84525, 84541, 84545, 84549, 84661, 84668, 84693, 84792, 84816, 84817, 84844, 84859, 84869, 84908, 84916, 84924, 84955, 84967, 84984, 84996, 85015, 85025, 85476, 85865, 87178, 90025, 90196, 90268, 90362, 90390, 90410, 90550, 90594, 90637, 90799, 90826, 91133, 91151, 91283, 91368, 91392, 91419, 91750, 91801, 91833, 91875, 92002, 92106, 92283, 92342, 92482, 92815, 92856, 92906, 92912, 93622, 94241, 112399, 112487, 112611, 112752, 112858, 112950, 113402, 113444, 113510, 113802, 114625, 114803, 114825, 114926, 114971, 115106, 115201, 115548, 116150, 116224, 116461, 117177, 118487, 118924, 119032, 119392, 119710, 120534, 120892, 121256, 122509, 122830, 122961, 123803, 124512, 124961, 125113, 125150, 126068, 126823, 127018, 127253, 128977, 129401, 130026, 130355, 130502, 130940, 131474, 131616, 131965, 132660, 132789, 133015, 133308, 134145, 134218, 134359, 134492, 135154, 137392, 137492, 138716, 139322, 139596, 140460, 140691, 140739, 142679, 143187, 143384, 143684, 144402, 144811, 145389, 145773, 147007, 147339, 147657, 147686, 147923, 148266, 148534, 149420, 149951, 150274, 150275, 150684, 151195, 151230, 152217, 152559, 152687, 153129, 153364, 154007, 154467, 154791, 157310, 157378, 157657, 158586, 160760, 162239, 162989, 163087, 163255, 165324, 166379, 167153, 168374, 169981, 170622, 170685, 171546, 199692, 200558, 200728, 200845, 200894, 200916, 200933, 201161, 201254, 201965, 201973, 203228, 205251, 219541, 219621, 219738, 219899, 221079, 221154, 221302, 221322, 221443, 221786, 222234, 246184, 253430, 253558, 255758, 255919, 255967, 256281, 282809, 283237, 283742, 284184, 284323, 284391, 284521, 284695, 285141, 285282, 285315, 285331, 285362, 285381, 285672, 285755, 286053, 286410, 286499, 317662, 326625, 339175, 339231, 339324, 339487, 339745, 339804, 340277, 342908, 348110, 348995, 353322, 374659, 374969, 375748, 375757, 386617, 387923, 388272, 388962, 389203, 391356, 400569, 440574, 474343, 644096, 647087, 729852, 101928527, 102157402
GO:0046872	MF	e	metal ion binding	267/1578	2328/20670	2.6075698933580514e-12	4	267	2.886579871947363e-09	92, 132, 280, 580, 657, 1460, 1678, 1763, 1806, 2110, 2960, 2967, 3052, 3622, 4087, 4092, 4200, 4521, 5095, 5134, 5150, 5372, 5423, 5471, 5533, 5607, 5612, 5805, 5828, 5922, 6940, 7257, 7507, 7541, 7556, 7561, 7584, 7594, 7596, 7675, 7678, 7690, 7699, 7700, 7702, 7769, 7770, 8187, 8428, 8493, 8703, 9014, 9175, 9326, 9404, 9453, 9534, 9668, 9849, 9937, 10010, 10138, 10196, 10229, 10390, 10467, 10539, 10668, 10773, 10780, 10781, 10987, 11019, 11097, 11179, 11201, 22807, 22823, 22835, 22873, 23173, 23512, 23683, 25843, 26747, 27109, 27246, 29083, 29127, 29922, 29994, 30832, 51020, 51022, 51065, 51105, 51147, 51167, 51193, 51218, 51317, 51320, 51426, 51427, 51444, 51474, 51668, 51710, 51720, 51809, 54069, 54439, 54482, 54556, 54811, 54816, 54822, 54840, 54901, 54981, 55012, 55084, 55270, 55552, 55568, 55632, 55644, 55646, 55659, 55680, 55762, 55781, 55856, 55869, 55892, 56906, 56913, 56922, 56994, 57486, 57630, 57677, 57711, 57820, 58486, 59348, 63934, 64288, 64754, 64789, 64895, 65251, 79005, 79088, 79177, 79596, 79666, 79673, 79692, 80095, 80110, 80821, 80895, 81562, 81627, 81790, 81889, 83591, 83732, 83744, 83875, 83940, 84108, 84191, 84268, 84307, 84524, 84614, 84693, 84765, 84924, 85460, 90075, 90317, 90592, 90594, 91392, 91419, 91664, 92283, 93134, 113802, 114803, 115209, 116150, 117608, 121274, 124961, 126068, 126231, 128387, 132660, 137872, 140691, 144402, 147657, 147686, 147923, 147947, 148206, 148266, 148268, 150274, 151313, 152687, 153129, 153364, 154007, 154214, 158586, 160760, 161823, 162239, 162963, 163087, 163255, 167153, 168850, 170685, 170958, 171019, 199692, 199777, 200558, 201161, 221302, 222194, 223082, 253430, 255403, 255967, 256281, 284106, 284323, 284370, 284391, 284695, 285268, 285381, 285671, 339318, 339324, 339487, 339500, 340252, 342908, 347344, 353088, 374659, 388536, 388561, 388566, 400713, 440515, 442319, 642280, 728927
GO:0003723	MF	e	RNA binding	164/1578	1399/20670	2.0323437059962173e-08	4	164	1.4998696550252084e-05	132, 580, 1479, 1662, 1763, 1854, 1977, 1994, 2961, 3066, 3149, 4731, 4830, 5303, 5682, 6139, 6183, 6605, 6627, 6636, 6637, 6728, 6732, 7019, 7072, 7073, 7257, 7873, 7978, 8187, 8361, 8365, 8446, 8715, 8761, 10200, 10285, 10360, 10412, 10438, 10539, 10556, 10656, 10772, 10915, 11022, 11072, 11097, 11103, 11157, 22849, 23016, 23210, 23318, 23378, 23512, 23658, 25804, 25879, 25917, 25926, 25983, 26747, 26995, 27042, 27257, 27258, 27292, 28957, 28977, 28998, 29080, 29093, 29942, 30836, 51010, 51013, 51065, 51068, 51069, 51081, 51118, 51121, 51143, 51250, 51264, 51320, 51335, 51388, 51535, 51631, 51637, 51690, 51691, 54433, 54439, 54464, 54931, 55110, 55132, 55149, 55272, 55299, 55345, 55602, 55646, 55833, 56061, 56267, 56647, 56902, 56915, 57038, 57819, 64216, 64318, 64848, 64895, 64960, 64963, 65003, 65008, 65244, 79675, 79868, 79954, 81550, 81608, 81627, 83448, 83480, 83759, 84060, 84081, 84135, 84154, 84186, 84284, 84294, 84305, 84319, 84524, 84545, 84549, 84844, 84916, 85476, 85865, 87178, 92400, 92906, 113802, 118487, 134218, 135295, 138716, 148423, 153443, 200916, 219927, 257415, 280636, 283742, 284695
GO:0008168	MF	e	methyltransferase activity	14/1578	53/20670	3.0427982212584228e-05	4	14	0.013625566143507972	2593, 10196, 55471, 56339, 60487, 63899, 64863, 79133, 84190, 84274, 124512, 154743, 221143, 399818
GO:0052735	MF	e	tRNA (cytosine-3-)-methyltransferase activity	4/1578	4/20670	3.384851571332152e-05	8	4	0.013625566143507972	55798, 79828, 131965, 339175
GO:0047631	MF	e	ADP-ribose diphosphatase activity	4/1578	5/20670	0.00015893045939133945	6	4	0.04281722880262083	11164, 53343, 56985, 256281
GO:0003735	MF	e	structural constituent of ribosome	29/1578	181/20670	0.0001811001618952265	2	29	0.044550639826225716	6139, 6183, 6235, 28977, 28998, 29093, 51023, 51065, 51069, 51081, 51121, 51264, 51373, 51650, 55133, 56945, 64960, 64963, 64968, 64979, 64981, 65003, 65008, 78988, 84545, 122704, 200916, 219927, 220717
GO:0004930	MF	p	G protein-coupled receptor activity	6/1578	721/20670	8.660098444375793e-18	4	6	2.1880828460752958e-14	153, 7852, 10203, 83941, 89894, 284521
GO:0004984	MF	p	olfactory receptor activity	1/1578	430/20670	6.037112821144104e-14	4	1	8.910778524008697e-11	284521
GO:0005509	MF	p	calcium ion binding	14/1578	712/20670	2.0387681657115625e-11	5	14	1.80553308755416e-08	313, 1070, 4925, 5311, 5330, 6284, 10016, 25801, 30820, 63826, 84455, 219621, 221154, 440279
GO:0005125	MF	p	cytokine activity	1/1578	188/20670	1.0677551031352183e-05	5	1	0.00675431370954678	4254
GO:1903231	MF	p	mRNA binding involved in posttranscriptional gene silencing	4/1578	266/20670	1.241948865377846e-05	6	4	0.006874186969866377	7073, 407017, 693158, 100423036
GO:0005201	MF	p	extracellular matrix structural constituent	0/1578	137/20670	3.109630356175115e-05	2	0	0.013625566143507972	
GO:0008201	MF	p	heparin binding	1/1578	168/20670	5.0614084654942534e-05	4	1	0.018676597237673793	9141
GO:0003823	MF	p	antigen binding	0/1578	126/20670	6.952433052927084e-05	2	0	0.022331187759515668	
GO:0004888	MF	p	transmembrane signaling receptor activity	1/1578	159/20670	7.060447801111549e-05	3	1	0.022331187759515668	6259
GO:0005178	MF	p	integrin binding	1/1578	154/20670	0.00010355977812159209	4	1	0.030570846501493984	5771
GO:0005549	MF	p	odorant binding	0/1578	119/20670	0.000164384121419276	2	0	0.04281722880262083	
